turbine_id,wind_bin,power_median
1,0.0,0.01
1,0.5,0.01
1,1.0,0.01
1,1.5,0.01
1,2.0,0.013333333333333334
1,2.5,0.023333333333333334
1,3.0,0.04
1,3.5,0.06
1,4.0,0.08666666666666667
1,4.5,0.11666666666666665
1,5.0,0.155
1,5.5,0.20166666666666666
1,6.0,0.26166666666666666
1,6.5,0.33
1,7.0,0.4083333333333334
1,7.5,0.48500000000000004
1,8.0,0.5616666666666666
1,8.5,0.6366666666666667
1,9.0,0.7066666666666667
1,9.5,0.7833333333333333
1,10.0,0.85
1,10.5,0.9133333333333334
1,11.0,0.9583333333333334
1,11.5,0.98
1,12.0,0.9866666666666667
1,12.5,0.9899999999999999
1,13.0,0.9899999999999999
1,13.5,0.9899999999999999
1,14.0,0.9899999999999999
1,14.5,0.9899999999999999
1,15.0,0.9899999999999999
1,15.5,0.9899999999999999
1,16.0,0.9899999999999999
1,16.5,0.9899999999999999
1,17.0,0.9899999999999999
1,17.5,0.9899999999999999
1,18.0,0.8216666666666667
1,18.5,0.9874999999999999
1,19.0,0.9883333333333333
1,19.5,0.9899999999999999
1,20.0,0.9899999999999999
2,0.0,0.01
2,0.5,0.01
2,1.0,0.01
2,1.5,0.01
2,2.0,0.011666666666666667
2,2.5,0.021666666666666667
2,3.0,0.03666666666666667
2,3.5,0.05666666666666667
2,4.0,0.08166666666666668
2,4.5,0.11166666666666668
2,5.0,0.14666666666666667
2,5.5,0.19499999999999998
2,6.0,0.25
2,6.5,0.32
2,7.0,0.39166666666666666
2,7.5,0.46666666666666673
2,8.0,0.54
2,8.5,0.6183333333333333
2,9.0,0.6883333333333334
2,9.5,0.7633333333333333
2,10.0,0.835
2,10.5,0.8966666666666666
2,11.0,0.9433333333333334
2,11.5,0.9666666666666667
2,12.0,0.9700000000000001
2,12.5,0.9700000000000001
2,13.0,0.9700000000000001
2,13.5,0.9700000000000001
2,14.0,0.9700000000000001
2,14.5,0.9700000000000001
2,15.0,0.9700000000000001
2,15.5,0.9700000000000001
2,16.0,0.9700000000000001
2,16.5,0.9700000000000001
2,17.0,0.9725
2,17.5,0.975
2,18.0,0.98
2,18.5,0.9766666666666668
2,19.0,0.9750000000000001
