turbine_id,forecast_origin_utc,weather_run_utc,target_time_utc,horizon_h,predicted_power,model_version,fallback_used
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T20:00:00Z,1,0.011858,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T21:00:00Z,2,0.010378,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T22:00:00Z,3,0.010023,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T23:00:00Z,4,0.009980,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T00:00:00Z,5,0.009811,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T01:00:00Z,6,0.010002,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T02:00:00Z,7,0.008457,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T03:00:00Z,8,0.002551,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T04:00:00Z,9,0.047834,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T05:00:00Z,10,0.023339,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T06:00:00Z,11,0.034610,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T07:00:00Z,12,0.059509,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T08:00:00Z,13,0.074646,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T09:00:00Z,14,0.088145,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T10:00:00Z,15,0.104911,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T11:00:00Z,16,0.320187,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T12:00:00Z,17,0.328827,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T13:00:00Z,18,0.315514,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T14:00:00Z,19,0.381516,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T15:00:00Z,20,0.416981,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T16:00:00Z,21,0.388045,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T17:00:00Z,22,0.379510,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T18:00:00Z,23,0.349800,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T19:00:00Z,24,0.294213,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T20:00:00Z,25,0.297822,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T21:00:00Z,26,0.366436,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T22:00:00Z,27,0.292088,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T23:00:00Z,28,0.360703,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T00:00:00Z,29,0.361626,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T01:00:00Z,30,0.368552,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T02:00:00Z,31,0.349480,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T03:00:00Z,32,0.350431,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T04:00:00Z,33,0.546717,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T05:00:00Z,34,0.479320,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T06:00:00Z,35,0.696030,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T07:00:00Z,36,0.872297,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T08:00:00Z,37,0.948003,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T09:00:00Z,38,0.949138,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T10:00:00Z,39,0.764388,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T11:00:00Z,40,0.140473,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T12:00:00Z,41,0.020330,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T13:00:00Z,42,0.038906,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T14:00:00Z,43,0.118179,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T15:00:00Z,44,0.113860,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T16:00:00Z,45,0.103957,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T17:00:00Z,46,0.086816,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T18:00:00Z,47,0.075960,hgb-v2-train-before-20260201,true
1,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T19:00:00Z,48,0.051182,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T20:00:00Z,1,0.011502,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T21:00:00Z,2,0.010022,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T22:00:00Z,3,0.009668,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-01-31T23:00:00Z,4,0.009785,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T00:00:00Z,5,0.009524,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T01:00:00Z,6,0.009807,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T02:00:00Z,7,0.008261,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T03:00:00Z,8,0.000000,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T04:00:00Z,9,0.045390,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T05:00:00Z,10,0.022692,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T06:00:00Z,11,0.034215,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T07:00:00Z,12,0.059189,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T08:00:00Z,13,0.074330,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T09:00:00Z,14,0.087670,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T10:00:00Z,15,0.104517,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T11:00:00Z,16,0.319541,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T12:00:00Z,17,0.334321,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T13:00:00Z,18,0.319225,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T14:00:00Z,19,0.387011,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T15:00:00Z,20,0.416334,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T16:00:00Z,21,0.387399,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T17:00:00Z,22,0.378864,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T18:00:00Z,23,0.349154,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T19:00:00Z,24,0.293566,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T20:00:00Z,25,0.297175,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T21:00:00Z,26,0.365790,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T22:00:00Z,27,0.291442,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-01T23:00:00Z,28,0.360274,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T00:00:00Z,29,0.361196,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T01:00:00Z,30,0.368122,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T02:00:00Z,31,0.349051,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T03:00:00Z,32,0.349785,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T04:00:00Z,33,0.546070,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T05:00:00Z,34,0.479238,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T06:00:00Z,35,0.694931,hgb-v2-train-before-20260201,true
2,2026-01-31T19:00:00Z,2026-01-31T06:00:00Z,2026-02-02T07:00:00Z,36,0.870317,hgb-v2-train-before-20260201,true
