turbine_id,forecast_origin_utc,weather_run_utc,target_time_utc,horizon_h,predicted_power,model_version,fallback_used
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T20:00:00Z,1,0.6266,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T21:00:00Z,2,0.6271,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T22:00:00Z,3,0.6254,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T23:00:00Z,4,0.6235,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T00:00:00Z,5,0.6230,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T01:00:00Z,6,0.6250,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T02:00:00Z,7,0.6300,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T03:00:00Z,8,0.6380,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T04:00:00Z,9,0.6481,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T05:00:00Z,10,0.6589,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T06:00:00Z,11,0.6687,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T07:00:00Z,12,0.6756,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T08:00:00Z,13,0.6774,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T09:00:00Z,14,0.6726,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T10:00:00Z,15,0.6598,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T11:00:00Z,16,0.6385,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T12:00:00Z,17,0.6087,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T13:00:00Z,18,0.5714,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T14:00:00Z,19,0.5280,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T15:00:00Z,20,0.4807,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T16:00:00Z,21,0.4321,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T17:00:00Z,22,0.3847,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T18:00:00Z,23,0.3412,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T19:00:00Z,24,0.3036,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T20:00:00Z,25,0.2736,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T21:00:00Z,26,0.2521,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T22:00:00Z,27,0.2394,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T23:00:00Z,28,0.2349,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T00:00:00Z,29,0.2374,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T01:00:00Z,30,0.2452,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T02:00:00Z,31,0.2563,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T03:00:00Z,32,0.2688,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T04:00:00Z,33,0.2806,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T05:00:00Z,34,0.2906,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T06:00:00Z,35,0.2976,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T07:00:00Z,36,0.3015,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T08:00:00Z,37,0.3028,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T09:00:00Z,38,0.3024,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T10:00:00Z,39,0.3019,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T11:00:00Z,40,0.3031,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T12:00:00Z,41,0.3079,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T13:00:00Z,42,0.3179,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T14:00:00Z,43,0.3344,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T15:00:00Z,44,0.3582,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T16:00:00Z,45,0.3892,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T17:00:00Z,46,0.4267,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T18:00:00Z,47,0.4694,mock-v0,false
turbine_1,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T19:00:00Z,48,0.5151,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-01-31T20:00:00Z,1,0.6816,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-01-31T21:00:00Z,2,0.6725,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-01-31T22:00:00Z,3,0.6606,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-01-31T23:00:00Z,4,0.6480,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T00:00:00Z,5,0.6363,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T01:00:00Z,6,0.6269,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T02:00:00Z,7,0.6205,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T03:00:00Z,8,0.6172,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T04:00:00Z,9,0.6164,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T05:00:00Z,10,0.6168,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T06:00:00Z,11,0.6168,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T07:00:00Z,12,0.6147,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T08:00:00Z,13,0.6085,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T09:00:00Z,14,0.5967,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T10:00:00Z,15,0.5782,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T11:00:00Z,16,0.5524,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T12:00:00Z,17,0.5195,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T13:00:00Z,18,0.4803,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T14:00:00Z,19,0.4366,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T15:00:00Z,20,0.3905,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T16:00:00Z,21,0.3444,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T17:00:00Z,22,0.3009,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T18:00:00Z,23,0.2625,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T19:00:00Z,24,0.2313,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T20:00:00Z,25,0.2088,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T21:00:00Z,26,0.1959,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T22:00:00Z,27,0.1926,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-01T23:00:00Z,28,0.1983,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T00:00:00Z,29,0.2115,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T01:00:00Z,30,0.2304,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T02:00:00Z,31,0.2529,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T03:00:00Z,32,0.2768,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T04:00:00Z,33,0.2999,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T05:00:00Z,34,0.3208,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T06:00:00Z,35,0.3384,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T07:00:00Z,36,0.3522,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T08:00:00Z,37,0.3625,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T09:00:00Z,38,0.3703,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T10:00:00Z,39,0.3769,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T11:00:00Z,40,0.3840,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T12:00:00Z,41,0.3935,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T13:00:00Z,42,0.4068,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T14:00:00Z,43,0.4252,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T15:00:00Z,44,0.4495,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T16:00:00Z,45,0.4796,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T17:00:00Z,46,0.5149,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T18:00:00Z,47,0.5538,mock-v0,false
turbine_1,2026-01-31T19:00:00Z,2026-01-31T12:00:00Z,2026-02-02T19:00:00Z,48,0.5946,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T20:00:00Z,1,0.6416,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T21:00:00Z,2,0.6350,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T22:00:00Z,3,0.6306,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-30T23:00:00Z,4,0.6292,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T00:00:00Z,5,0.6307,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T01:00:00Z,6,0.6344,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T02:00:00Z,7,0.6392,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T03:00:00Z,8,0.6432,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T04:00:00Z,9,0.6446,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T05:00:00Z,10,0.6416,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T06:00:00Z,11,0.6324,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T07:00:00Z,12,0.6159,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T08:00:00Z,13,0.5915,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T09:00:00Z,14,0.5594,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T10:00:00Z,15,0.5205,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T11:00:00Z,16,0.4764,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T12:00:00Z,17,0.4292,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T13:00:00Z,18,0.3815,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T14:00:00Z,19,0.3357,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T15:00:00Z,20,0.2946,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T16:00:00Z,21,0.2601,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T17:00:00Z,22,0.2339,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T18:00:00Z,23,0.2169,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T19:00:00Z,24,0.2092,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T20:00:00Z,25,0.2102,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T21:00:00Z,26,0.2185,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T22:00:00Z,27,0.2324,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T23:00:00Z,28,0.2499,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T00:00:00Z,29,0.2688,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T01:00:00Z,30,0.2871,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T02:00:00Z,31,0.3033,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T03:00:00Z,32,0.3165,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T04:00:00Z,33,0.3263,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T05:00:00Z,34,0.3330,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T06:00:00Z,35,0.3376,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T07:00:00Z,36,0.3415,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T08:00:00Z,37,0.3466,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T09:00:00Z,38,0.3545,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T10:00:00Z,39,0.3669,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T11:00:00Z,40,0.3851,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T12:00:00Z,41,0.4097,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T13:00:00Z,42,0.4407,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T14:00:00Z,43,0.4775,mock-v0,false
turbine_2,2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T15:00:00Z,44,0.5186,mock-v0,false
